date,home_team,away_team,home_score,away_score,tournament,winner,venue,home_team_elo,away_team_elo
2012-11-21,Argentina,Brazil,2.0,1.0,Superclásico de las Américas,Argentina,Argentina,1978.0,2057.0
2012-11-24,Ethiopia,South Sudan,1.0,0.0,CECAFA Cup,Ethiopia,Neutral,1285.0,1077.0
2012-11-24,Thailand,Philippines,2.0,1.0,AFF Championship,Thailand,Thailand,1375.0,1195.0
2012-11-24,Uganda,Kenya,1.0,0.0,CECAFA Cup,Uganda,Uganda,1561.0,1356.0
2012-11-24,Vietnam,Myanmar,1.0,1.0,AFF Championship,Draw,Neutral,1308.0,1016.0
2012-11-25,Burundi,Somalia,5.0,1.0,CECAFA Cup,Burundi,Neutral,1266.0,1045.0
2012-11-25,Indonesia,Laos,2.0,2.0,AFF Championship,Draw,Neutral,1268.0,847.0
2012-11-25,Malaysia,Singapore,0.0,3.0,AFF Championship,Singapore,Malaysia,1214.0,1250.0
2012-11-25,Tanzania,Sudan,2.0,0.0,CECAFA Cup,Tanzania,Neutral,1346.0,1333.0
2012-11-26,Rwanda,Malawi,2.0,0.0,CECAFA Cup,Rwanda,Neutral,1460.0,1376.0
2012-11-27,South Sudan,Kenya,0.0,2.0,CECAFA Cup,Kenya,Neutral,1077.0,1356.0
2012-11-27,Thailand,Myanmar,4.0,0.0,AFF Championship,Thailand,Thailand,1375.0,1016.0
2012-11-27,Uganda,Ethiopia,1.0,0.0,CECAFA Cup,Uganda,Uganda,1561.0,1285.0
2012-11-27,Vietnam,Philippines,0.0,1.0,AFF Championship,Philippines,Neutral,1308.0,1195.0
2012-11-28,Indonesia,Singapore,1.0,0.0,AFF Championship,Indonesia,Neutral,1268.0,1250.0
2012-11-28,Malaysia,Laos,4.0,1.0,AFF Championship,Malaysia,Malaysia,1214.0,847.0
2012-11-28,Somalia,Sudan,0.0,1.0,CECAFA Cup,Sudan,Neutral,1045.0,1333.0
2012-11-28,Tanzania,Burundi,0.0,1.0,CECAFA Cup,Burundi,Neutral,1346.0,1266.0
2012-11-29,Malawi,Eritrea,3.0,2.0,CECAFA Cup,Malawi,Neutral,1376.0,1183.0
2012-11-29,Palestine,Bahrain,0.0,2.0,Friendly,Bahrain,Neutral,1289.0,1580.0
2012-11-30,Kenya,Ethiopia,3.0,1.0,CECAFA Cup,Kenya,Neutral,1356.0,1285.0
2012-11-30,Philippines,Myanmar,2.0,0.0,AFF Championship,Philippines,Neutral,1195.0,1016.0
2012-11-30,Thailand,Vietnam,3.0,1.0,AFF Championship,Thailand,Thailand,1375.0,1308.0
2012-11-30,Uganda,South Sudan,4.0,0.0,CECAFA Cup,Uganda,Uganda,1561.0,1077.0
2012-12-01,Eritrea,Rwanda,0.0,2.0,CECAFA Cup,Rwanda,Neutral,1183.0,1460.0
2012-12-01,Hong Kong,Guam,2.0,1.0,EAFF Championship,Hong Kong,Hong Kong,1206.0,602.0
2012-12-01,Malaysia,Indonesia,2.0,0.0,AFF Championship,Malaysia,Malaysia,1214.0,1268.0
2012-12-01,Singapore,Laos,4.0,3.0,AFF Championship,Singapore,Neutral,1250.0,847.0
2012-12-01,Somalia,Tanzania,0.0,7.0,CECAFA Cup,Tanzania,Neutral,1045.0,1346.0
2012-12-01,Sudan,Burundi,0.0,1.0,CECAFA Cup,Burundi,Neutral,1333.0,1266.0
2012-12-03,Hong Kong,Australia,0.0,1.0,EAFF Championship,Australia,Hong Kong,1206.0,1758.0
2012-12-03,Rwanda,Tanzania,0.0,2.0,CECAFA Cup,Tanzania,Neutral,1460.0,1346.0
2012-12-04,Kenya,Malawi,1.0,0.0,CECAFA Cup,Kenya,Neutral,1356.0,1376.0
2012-12-04,Uganda,Ethiopia,2.0,0.0,CECAFA Cup,Uganda,Uganda,1561.0,1285.0
2012-12-06,Uganda,Tanzania,3.0,0.0,CECAFA Cup,Uganda,Uganda,1561.0,1346.0
2012-12-07,Antigua and Barbuda,Dominican Republic,1.0,2.0,CFU Caribbean Cup,Dominican Republic,Antigua and Barbuda,1274.0,1119.0
2012-12-07,Guam,Australia,0.0,9.0,EAFF Championship,Australia,Neutral,602.0,1758.0
2012-12-07,Haiti,Trinidad and Tobago,0.0,0.0,CFU Caribbean Cup,Draw,Neutral,1428.0,1489.0
2012-12-08,Kuwait,Palestine,2.0,1.0,WAFF Championship,Kuwait,Kuwait,1524.0,1289.0
2012-12-08,Oman,Lebanon,0.0,1.0,WAFF Championship,Lebanon,Neutral,1490.0,1360.0
2012-12-08,Philippines,Singapore,0.0,0.0,AFF Championship,Draw,Philippines,1195.0,1250.0
2012-12-08,Uganda,Kenya,2.0,1.0,CECAFA Cup,Uganda,Uganda,1561.0,1356.0
2012-12-09,Antigua and Barbuda,Trinidad and Tobago,2.0,0.0,CFU Caribbean Cup,Antigua and Barbuda,Antigua and Barbuda,1274.0,1489.0
2012-12-09,Bahrain,Yemen,1.0,0.0,WAFF Championship,Bahrain,Neutral,1580.0,1253.0
2012-12-09,Dominican Republic,Haiti,1.0,2.0,CFU Caribbean Cup,Haiti,Neutral,1119.0,1428.0
2012-12-09,Iran,Saudi Arabia,0.0,0.0,WAFF Championship,Draw,Neutral,1679.0,1475.0
2012-12-09,Malaysia,Thailand,1.0,1.0,AFF Championship,Draw,Malaysia,1214.0,1375.0
2012-12-10,Iraq,Jordan,1.0,0.0,WAFF Championship,Iraq,Neutral,1606.0,1580.0
2012-12-11,Antigua and Barbuda,Haiti,0.0,1.0,CFU Caribbean Cup,Haiti,Antigua and Barbuda,1274.0,1428.0
2012-12-11,Kuwait,Oman,0.0,2.0,WAFF Championship,Oman,Kuwait,1524.0,1490.0
2012-12-11,Lebanon,Palestine,0.0,1.0,WAFF Championship,Palestine,Neutral,1360.0,1289.0
2012-12-11,Trinidad and Tobago,Dominican Republic,2.0,1.0,CFU Caribbean Cup,Trinidad and Tobago,Neutral,1489.0,1119.0
2012-12-12,Iran,Bahrain,0.0,0.0,WAFF Championship,Draw,Neutral,1679.0,1580.0
2012-12-12,Jamaica,Cuba,0.0,1.0,CFU Caribbean Cup,Cuba,Neutral,1601.0,1335.0
2012-12-12,Singapore,Philippines,1.0,0.0,AFF Championship,Singapore,Singapore,1250.0,1195.0
2012-12-12,Yemen,Saudi Arabia,0.0,1.0,WAFF Championship,Saudi Arabia,Neutral,1253.0,1475.0
2012-12-13,Iraq,Syria,1.0,1.0,WAFF Championship,Draw,Neutral,1606.0,1536.0
2012-12-13,Thailand,Malaysia,2.0,0.0,AFF Championship,Thailand,Thailand,1375.0,1214.0
2012-12-14,Haiti,Cuba,0.0,1.0,CFU Caribbean Cup,Cuba,Neutral,1428.0,1335.0
2012-12-14,Kuwait,Lebanon,2.0,1.0,WAFF Championship,Kuwait,Kuwait,1524.0,1360.0
2012-12-14,North Macedonia,Poland,1.0,4.0,Friendly,Poland,Neutral,1546.0,1693.0
2012-12-14,Oman,Palestine,2.0,1.0,WAFF Championship,Oman,Neutral,1490.0,1289.0
2012-12-15,Angola,Gambia,1.0,1.0,Friendly,Draw,Angola,1435.0,1354.0
2012-12-15,Bahrain,Saudi Arabia,1.0,0.0,WAFF Championship,Bahrain,Neutral,1580.0,1475.0
2012-12-15,Iran,Yemen,2.0,1.0,WAFF Championship,Iran,Neutral,1679.0,1253.0
2012-12-16,Cuba,Trinidad and Tobago,1.0,0.0,CFU Caribbean Cup,Cuba,Neutral,1335.0,1489.0
2012-12-16,Syria,Jordan,2.0,1.0,WAFF Championship,Syria,Neutral,1536.0,1580.0
2012-12-18,Bahrain,Syria,1.0,1.0,WAFF Championship,Draw,Neutral,1580.0,1536.0
2012-12-18,Oman,Iraq,0.0,2.0,WAFF Championship,Iraq,Neutral,1490.0,1606.0
2012-12-19,Oman,Benin,2.0,0.0,Friendly,Oman,Oman,1490.0,1377.0
2012-12-19,Singapore,Thailand,3.0,1.0,AFF Championship,Singapore,Singapore,1250.0,1375.0
2012-12-20,Iraq,Syria,0.0,1.0,WAFF Championship,Syria,Neutral,1606.0,1536.0
2012-12-20,Oman,Bahrain,1.0,0.0,WAFF Championship,Oman,Neutral,1490.0,1580.0
2012-12-22,Angola,Rwanda,1.0,0.0,Friendly,Angola,Angola,1435.0,1460.0
2012-12-22,South Africa,Malawi,3.0,1.0,Friendly,South Africa,South Africa,1577.0,1376.0
2012-12-22,Tanzania,Zambia,1.0,0.0,Friendly,Tanzania,Tanzania,1346.0,1550.0
2012-12-22,Thailand,Singapore,1.0,0.0,AFF Championship,Thailand,Thailand,1375.0,1250.0
2012-12-25,United Arab Emirates,Yemen,2.0,0.0,Friendly,United Arab Emirates,Neutral,1440.0,1253.0
2012-12-26,Bahrain,Burkina Faso,0.0,0.0,Friendly,Draw,Bahrain,1580.0,1443.0
2012-12-28,Qatar,Egypt,0.0,2.0,Friendly,Egypt,Qatar,1492.0,1748.0
2012-12-29,Bahrain,Guinea,3.0,0.0,Friendly,Bahrain,Bahrain,1580.0,1545.0
2012-12-29,Oman,Togo,0.0,1.0,Friendly,Togo,Oman,1490.0,1356.0
2012-12-29,United Arab Emirates,Yemen,3.0,1.0,Friendly,United Arab Emirates,Neutral,1440.0,1253.0
2012-12-30,Ethiopia,Niger,1.0,0.0,Friendly,Ethiopia,Ethiopia,1285.0,1298.0
2012-12-30,Iraq,Tunisia,1.0,2.0,Friendly,Tunisia,Iraq,1606.0,1579.0
2013-01-05,Bahrain,Oman,0.0,0.0,Gulf Cup,Draw,Bahrain,1459.0,1574.0
2013-01-05,Niger,Togo,3.0,1.0,Friendly,Niger,Niger,1298.0,1356.0
2013-01-05,Qatar,United Arab Emirates,1.0,3.0,Gulf Cup,United Arab Emirates,Neutral,1468.0,1651.0
2013-01-05,Zambia,Angola,0.0,2.0,Friendly,Angola,Neutral,1550.0,1435.0
2013-01-06,Kuwait,Yemen,2.0,0.0,Gulf Cup,Kuwait,Neutral,1573.0,1172.0
2013-01-06,Saudi Arabia,Iraq,0.0,2.0,Gulf Cup,Iraq,Neutral,1524.0,1521.0
2013-01-07,Tunisia,Ethiopia,1.0,1.0,Friendly,Draw,Neutral,1579.0,1285.0
2013-01-08,Bahrain,United Arab Emirates,1.0,2.0,Gulf Cup,United Arab Emirates,Bahrain,1459.0,1651.0
2013-01-08,Qatar,Oman,2.0,1.0,Gulf Cup,Qatar,Neutral,1468.0,1574.0
2013-01-08,South Africa,Norway,0.0,1.0,Friendly,Norway,South Africa,1574.0,1625.0
2013-01-08,Zambia,Morocco,0.0,0.0,Friendly,Draw,Neutral,1550.0,1542.0
2013-01-09,Iraq,Kuwait,1.0,0.0,Gulf Cup,Iraq,Neutral,1521.0,1573.0
2013-01-09,Yemen,Saudi Arabia,0.0,2.0,Gulf Cup,Saudi Arabia,Neutral,1172.0,1524.0
2013-01-10,Gabon,Tunisia,1.0,1.0,Friendly,Draw,Neutral,1559.0,1579.0
2013-01-10,Ghana,Egypt,3.0,0.0,Friendly,Ghana,Neutral,1697.0,1669.0
2013-01-10,Panama,Guatemala,3.0,0.0,Friendly,Panama,Panama,1729.0,1540.0
2013-01-11,Bahrain,Qatar,1.0,0.0,Gulf Cup,Bahrain,Bahrain,1459.0,1468.0
2013-01-11,Ethiopia,Tanzania,2.0,1.0,Friendly,Ethiopia,Ethiopia,1285.0,1353.0
2013-01-11,United Arab Emirates,Oman,2.0,0.0,Gulf Cup,United Arab Emirates,Neutral,1651.0,1574.0
2013-01-12,Iraq,Yemen,2.0,0.0,Gulf Cup,Iraq,Neutral,1521.0,1172.0
2013-01-12,Kuwait,Saudi Arabia,1.0,0.0,Gulf Cup,Kuwait,Neutral,1573.0,1524.0
2013-01-12,Namibia,Morocco,1.0,2.0,Friendly,Morocco,Neutral,1289.0,1542.0
2013-01-12,South Africa,Algeria,0.0,0.0,Friendly,Draw,South Africa,1574.0,1583.0
2013-01-12,Zambia,Norway,0.0,0.0,Friendly,Draw,Zambia,1550.0,1625.0
2013-01-13,Angola,Botswana,2.0,0.0,Friendly,Angola,Neutral,1435.0,1437.0
2013-01-13,Ghana,Tunisia,4.0,2.0,Friendly,Ghana,Neutral,1697.0,1579.0
2013-01-13,Panama,Guatemala,2.0,0.0,Friendly,Panama,Panama,1729.0,1540.0
2013-01-13,Togo,Niger,2.0,1.0,Friendly,Togo,Togo,1356.0,1298.0
2013-01-15,Bahrain,Iraq,1.0,1.0,Gulf Cup,Draw,Bahrain,1459.0,1521.0
2013-01-15,Lebanon,Gabon,0.0,0.0,Friendly,Draw,Lebanon,1384.0,1559.0
2013-01-15,United Arab Emirates,Kuwait,1.0,0.0,Gulf Cup,United Arab Emirates,Neutral,1651.0,1573.0
2013-01-17,Eswatini,Burkina Faso,0.0,3.0,Friendly,Burkina Faso,Neutral,1255.0,1546.0
2013-01-18,Bahrain,Kuwait,1.0,6.0,Gulf Cup,Kuwait,Bahrain,1459.0,1573.0
2013-01-18,Costa Rica,Belize,1.0,0.0,UNCAF Cup,Costa Rica,Costa Rica,1734.0,1089.0
2013-01-18,Guatemala,Nicaragua,1.0,1.0,UNCAF Cup,Draw,Neutral,1540.0,1107.0
2013-01-18,Honduras,El Salvador,1.0,1.0,UNCAF Cup,Draw,Neutral,1685.0,1560.0
2013-01-18,United Arab Emirates,Iraq,2.0,1.0,Gulf Cup,United Arab Emirates,Neutral,1651.0,1521.0
2013-01-19,Angola,Morocco,0.0,0.0,African Cup of Nations,Draw,Neutral,1435.0,1542.0
2013-01-19,Chile,Haiti,3.0,0.0,Friendly,Chile,Chile,1913.0,1428.0
2013-01-20,Belize,Guatemala,0.0,0.0,UNCAF Cup,Draw,Neutral,1089.0,1540.0
2013-01-20,Costa Rica,Nicaragua,2.0,0.0,UNCAF Cup,Costa Rica,Costa Rica,1734.0,1107.0
2013-01-20,El Salvador,Panama,0.0,0.0,UNCAF Cup,Draw,Neutral,1560.0,1729.0
2013-01-20,Mali,Niger,1.0,0.0,African Cup of Nations,Mali,Neutral,1562.0,1298.0
2013-01-21,Nigeria,Burkina Faso,1.0,1.0,African Cup of Nations,Draw,Neutral,1720.0,1546.0
2013-01-21,Zambia,Ethiopia,1.0,1.0,African Cup of Nations,Draw,Neutral,1550.0,1285.0
2013-01-22,Costa Rica,Guatemala,1.0,1.0,UNCAF Cup,Draw,Costa Rica,1734.0,1540.0
2013-01-22,Nicaragua,Belize,1.0,2.0,UNCAF Cup,Belize,Neutral,1107.0,1089.0
2013-01-22,Panama,Honduras,1.0,1.0,UNCAF Cup,Draw,Neutral,1729.0,1685.0
2013-01-22,Tunisia,Algeria,1.0,0.0,African Cup of Nations,Tunisia,Neutral,1579.0,1583.0
2013-01-23,South Africa,Angola,2.0,0.0,African Cup of Nations,South Africa,South Africa,1574.0,1435.0
2013-01-23,Thailand,Finland,1.0,3.0,King's Cup,Finland,Thailand,1341.0,1683.0
2013-01-24,Ghana,Mali,1.0,0.0,African Cup of Nations,Ghana,Neutral,1697.0,1562.0
2013-01-25,Burkina Faso,Ethiopia,4.0,0.0,African Cup of Nations,Burkina Faso,Neutral,1546.0,1285.0
2013-01-25,Costa Rica,El Salvador,1.0,0.0,UNCAF Cup,Costa Rica,Costa Rica,1734.0,1560.0
2013-01-25,Guatemala,Panama,1.0,3.0,UNCAF Cup,Panama,Neutral,1540.0,1729.0
2013-01-25,Honduras,Belize,1.0,0.0,UNCAF Cup,Honduras,Neutral,1685.0,1089.0
2013-01-25,Zambia,Nigeria,1.0,1.0,African Cup of Nations,Draw,Neutral,1550.0,1720.0
2013-01-26,Algeria,Togo,0.0,2.0,African Cup of Nations,Togo,Neutral,1583.0,1356.0
2013-01-26,Sweden,Finland,3.0,0.0,King's Cup,Sweden,Neutral,1826.0,1683.0
2013-01-27,Costa Rica,Honduras,1.0,0.0,UNCAF Cup,Costa Rica,Costa Rica,1734.0,1685.0
2013-01-27,El Salvador,Belize,1.0,0.0,UNCAF Cup,El Salvador,Neutral,1560.0,1089.0
2013-01-27,South Africa,Morocco,2.0,2.0,African Cup of Nations,Draw,South Africa,1574.0,1542.0
2013-01-28,Niger,Ghana,0.0,3.0,African Cup of Nations,Ghana,Neutral,1298.0,1697.0
2013-01-29,Burkina Faso,Zambia,0.0,0.0,African Cup of Nations,Draw,Neutral,1546.0,1550.0
2013-01-29,Ethiopia,Nigeria,0.0,2.0,African Cup of Nations,Nigeria,Neutral,1285.0,1720.0
2013-01-29,United States,Canada,0.0,0.0,Friendly,Draw,United States,1861.0,1486.0
2013-01-30,Togo,Tunisia,1.0,1.0,African Cup of Nations,Draw,Neutral,1356.0,1579.0
2013-01-31,Jordan,Indonesia,5.0,0.0,Friendly,Jordan,Jordan,1572.0,1231.0
2013-01-31,Qatar,Lebanon,1.0,0.0,Friendly,Qatar,Qatar,1468.0,1384.0
2013-02-01,Uzbekistan,Azerbaijan,0.0,0.0,Friendly,Draw,Neutral,1652.0,1440.0
2013-02-02,South Africa,Mali,1.0,1.0,African Cup of Nations,Draw,South Africa,1574.0,1562.0
2013-02-03,Burkina Faso,Togo,1.0,0.0,African Cup of Nations,Burkina Faso,Neutral,1546.0,1356.0
2013-02-05,Armenia,Luxembourg,1.0,1.0,Friendly,Draw,Neutral,1540.0,1218.0
2013-02-06,Albania,Georgia,1.0,2.0,Friendly,Georgia,Albania,1526.0,1495.0
2013-02-06,Azerbaijan,Liechtenstein,1.0,0.0,Friendly,Azerbaijan,Neutral,1440.0,1180.0
2013-02-06,Belgium,Slovakia,2.0,1.0,Friendly,Belgium,Belgium,1835.0,1605.0
2013-02-06,Burkina Faso,Ghana,1.0,1.0,African Cup of Nations,Draw,Neutral,1546.0,1697.0
2013-02-06,Myanmar,Philippines,0.0,1.0,Friendly,Philippines,Myanmar,1016.0,1195.0
2013-02-06,Chile,Egypt,2.0,1.0,Friendly,Chile,Neutral,1913.0,1669.0
2013-02-06,Cyprus,Serbia,1.0,3.0,Friendly,Serbia,Cyprus,1399.0,1728.0
2013-02-06,England,Brazil,2.0,1.0,Friendly,England,England,1933.0,2132.0
2013-02-06,France,Germany,1.0,2.0,Friendly,Germany,France,1881.0,2086.0
2013-02-06,Greece,Switzerland,0.0,0.0,Friendly,Draw,Greece,1840.0,1847.0
2013-02-06,Honduras,United States,2.0,1.0,FIFA World Cup qualification,Honduras,Honduras,1685.0,1861.0
2013-02-06,Hungary,Belarus,1.0,1.0,Friendly,Draw,Neutral,1688.0,1589.0
2013-02-06,Iceland,Russia,0.0,2.0,Friendly,Russia,Neutral,1541.0,1845.0
2013-02-06,India,Palestine,2.0,4.0,Friendly,Palestine,India,1084.0,1289.0
2013-02-06,Iran,Lebanon,5.0,0.0,AFC Asian Cup qualification,Iran,Iran,1733.0,1384.0
2013-02-06,Iraq,Indonesia,1.0,0.0,AFC Asian Cup qualification,Iraq,Neutral,1521.0,1231.0
2013-02-06,Israel,Finland,2.0,1.0,Friendly,Israel,Israel,1640.0,1683.0
2013-02-06,Japan,Latvia,3.0,0.0,Friendly,Japan,Japan,1765.0,1482.0
2013-02-06,Jordan,Singapore,4.0,0.0,AFC Asian Cup qualification,Jordan,Jordan,1572.0,1254.0
2013-02-06,Kenya,Libya,3.0,0.0,Friendly,Kenya,Neutral,1356.0,1530.0
2013-02-06,North Macedonia,Denmark,3.0,0.0,Friendly,North Macedonia,North Macedonia,1546.0,1734.0
2013-02-06,Mali,Nigeria,1.0,4.0,African Cup of Nations,Nigeria,Neutral,1562.0,1720.0
2013-02-06,Malta,Northern Ireland,0.0,0.0,Friendly,Draw,Malta,1251.0,1419.0
2013-02-06,Mexico,Jamaica,0.0,0.0,FIFA World Cup qualification,Draw,Mexico,1769.0,1517.0
2013-02-06,Nepal,Pakistan,0.0,1.0,Friendly,Pakistan,Nepal,910.0,930.0
2013-02-06,Netherlands,Italy,1.0,1.0,Friendly,Draw,Netherlands,2003.0,1932.0
2013-02-06,Norway,Ukraine,0.0,2.0,Friendly,Ukraine,Neutral,1625.0,1822.0
2013-02-06,Oman,Syria,1.0,0.0,AFC Asian Cup qualification,Oman,Oman,1574.0,1469.0
2013-02-06,Panama,Costa Rica,2.0,2.0,FIFA World Cup qualification,Draw,Panama,1729.0,1734.0
2013-02-06,Portugal,Ecuador,2.0,3.0,Friendly,Ecuador,Portugal,1931.0,1836.0
2013-02-06,Qatar,Malaysia,2.0,0.0,AFC Asian Cup qualification,Qatar,Qatar,1468.0,1172.0
2013-02-06,Romania,Australia,3.0,2.0,Friendly,Romania,Neutral,1718.0,1729.0
2013-02-06,Rwanda,Uganda,2.0,2.0,Friendly,Draw,Rwanda,1460.0,1561.0
2013-02-06,Scotland,Estonia,1.0,0.0,Friendly,Scotland,Scotland,1698.0,1467.0
2013-02-06,Slovenia,Bosnia and Herzegovina,0.0,3.0,Friendly,Bosnia and Herzegovina,Slovenia,1660.0,1779.0
2013-02-06,Spain,Uruguay,3.0,1.0,Friendly,Spain,Neutral,2103.0,1915.0
2013-02-06,Sweden,Argentina,2.0,3.0,Friendly,Argentina,Sweden,1826.0,2037.0
2013-02-06,Tanzania,Cameroon,1.0,0.0,Friendly,Tanzania,Tanzania,1353.0,1656.0
2013-02-06,Thailand,Kuwait,1.0,3.0,AFC Asian Cup qualification,Kuwait,Thailand,1341.0,1573.0
2013-02-06,Uzbekistan,Hong Kong,0.0,0.0,AFC Asian Cup qualification,Draw,Uzbekistan,1652.0,1180.0
2013-02-06,Vietnam,United Arab Emirates,1.0,2.0,AFC Asian Cup qualification,United Arab Emirates,Vietnam,1218.0,1651.0
2013-02-06,Wales,Austria,2.0,1.0,Friendly,Wales,Wales,1554.0,1662.0
2013-02-06,Yemen,Bahrain,0.0,2.0,AFC Asian Cup qualification,Bahrain,Neutral,1172.0,1459.0
2013-02-06,Zimbabwe,Botswana,2.0,1.0,Friendly,Zimbabwe,Zimbabwe,1356.0,1437.0
2013-02-06,Trinidad and Tobago,Peru,0.0,2.0,Friendly,Peru,Trinidad and Tobago,1504.0,1727.0
2013-02-09,Mali,Ghana,3.0,1.0,African Cup of Nations,Mali,Neutral,1562.0,1697.0
2013-02-09,Nepal,Pakistan,0.0,1.0,Friendly,Pakistan,Nepal,910.0,930.0
2013-02-10,Nigeria,Burkina Faso,1.0,0.0,African Cup of Nations,Nigeria,Neutral,1720.0,1546.0
2013-02-12,Maldives,Pakistan,1.0,1.0,Friendly,Draw,Maldives,1076.0,930.0
2013-02-14,Maldives,Pakistan,3.0,0.0,Friendly,Maldives,Maldives,1076.0,930.0
2013-02-27,Gambia,Mauritania,0.0,2.0,Friendly,Mauritania,Gambia,1354.0,1171.0
2013-03-02,Afghanistan,Sri Lanka,1.0,0.0,AFC Challenge Cup qualification,Afghanistan,Neutral,837.0,895.0
2013-03-02,Myanmar,Guam,5.0,0.0,AFC Challenge Cup qualification,Myanmar,Myanmar,1016.0,602.0
2013-03-02,Gambia,Mauritania,0.0,0.0,Friendly,Draw,Gambia,1354.0,1171.0
2013-03-02,Laos,Mongolia,1.0,1.0,AFC Challenge Cup qualification,Draw,Laos,847.0,822.0
2013-03-02,Palestine,Bangladesh,1.0,0.0,AFC Challenge Cup qualification,Palestine,Neutral,1289.0,956.0
2013-03-04,Guam,India,0.0,4.0,AFC Challenge Cup qualification,India,Neutral,602.0,1084.0
2013-03-04,Laos,Sri Lanka,4.0,2.0,AFC Challenge Cup qualification,Laos,Laos,847.0,895.0
2013-03-04,Mongolia,Afghanistan,0.0,1.0,AFC Challenge Cup qualification,Afghanistan,Neutral,822.0,837.0
2013-03-04,Nepal,Bangladesh,0.0,2.0,AFC Challenge Cup qualification,Bangladesh,Nepal,910.0,956.0
2013-03-06,Myanmar,India,1.0,0.0,AFC Challenge Cup qualification,Myanmar,Myanmar,1016.0,1084.0
2013-03-06,Laos,Afghanistan,1.0,1.0,AFC Challenge Cup qualification,Draw,Laos,847.0,837.0
2013-03-06,Nepal,Palestine,0.0,0.0,AFC Challenge Cup qualification,Draw,Nepal,910.0,1289.0
2013-03-06,Sri Lanka,Mongolia,3.0,0.0,AFC Challenge Cup qualification,Sri Lanka,Neutral,895.0,822.0
2013-03-07,Qatar,Egypt,3.0,1.0,Friendly,Qatar,Qatar,1468.0,1669.0
2013-03-16,Senegal,Libya,0.0,4.0,Friendly,Libya,Neutral,1524.0,1530.0
2013-03-17,Bahrain,Lebanon,0.0,0.0,Friendly,Draw,Bahrain,1459.0,1384.0
2013-03-17,Malaysia,Saudi Arabia,1.0,4.0,Friendly,Saudi Arabia,Malaysia,1172.0,1524.0
2013-03-17,Qatar,Thailand,1.0,0.0,Friendly,Qatar,Qatar,1468.0,1341.0
2013-03-17,Tajikistan,Pakistan,1.0,0.0,AFC Challenge Cup qualification,Tajikistan,Neutral,1253.0,930.0
2013-03-19,Botswana,Malawi,1.0,0.0,Friendly,Botswana,Botswana,1437.0,1376.0
2013-03-19,Kyrgyzstan,Pakistan,1.0,0.0,AFC Challenge Cup qualification,Kyrgyzstan,Kyrgyzstan,1132.0,930.0
2013-03-20,Oman,Haiti,3.0,0.0,Friendly,Oman,Oman,1574.0,1428.0
2013-03-20,Rwanda,Libya,0.0,1.0,Friendly,Libya,Rwanda,1460.0,1530.0
2013-03-21,Ecuador,El Salvador,5.0,0.0,Friendly,Ecuador,Ecuador,1836.0,1560.0
2013-03-21,Italy,Brazil,2.0,2.0,Friendly,Draw,Neutral,1932.0,2132.0
2013-03-21,Jordan,Belarus,1.0,0.0,Friendly,Jordan,Jordan,1572.0,1589.0
2013-03-21,Kuwait,Palestine,2.0,1.0,Friendly,Kuwait,Kuwait,1573.0,1289.0
2013-03-21,Kyrgyzstan,Tajikistan,1.0,0.0,AFC Challenge Cup qualification,Kyrgyzstan,Kyrgyzstan,1132.0,1253.0
2013-03-22,Argentina,Venezuela,3.0,0.0,FIFA World Cup qualification,Argentina,Argentina,2037.0,1710.0
2013-03-22,Austria,Faroe Islands,6.0,0.0,FIFA World Cup qualification,Austria,Austria,1662.0,1182.0
2013-03-22,Bahrain,Qatar,1.0,0.0,AFC Asian Cup qualification,Bahrain,Bahrain,1459.0,1468.0
2013-03-22,Bosnia and Herzegovina,Greece,3.0,1.0,FIFA World Cup qualification,Bosnia and Herzegovina,Bosnia and Herzegovina,1779.0,1840.0
2013-03-22,Bulgaria,Malta,6.0,0.0,FIFA World Cup qualification,Bulgaria,Bulgaria,1686.0,1251.0
2013-03-22,Colombia,Bolivia,5.0,0.0,FIFA World Cup qualification,Colombia,Colombia,1933.0,1615.0
2013-03-22,Croatia,Serbia,2.0,0.0,FIFA World Cup qualification,Croatia,Croatia,1806.0,1728.0
2013-03-22,Egypt,Eswatini,10.0,0.0,Friendly,Egypt,Egypt,1669.0,1255.0
2013-03-22,France,Georgia,3.0,1.0,FIFA World Cup qualification,France,France,1881.0,1495.0
2013-03-22,Honduras,Mexico,2.0,2.0,FIFA World Cup qualification,Draw,Honduras,1685.0,1769.0
2013-03-22,Hong Kong,Vietnam,1.0,0.0,AFC Asian Cup qualification,Hong Kong,Hong Kong,1180.0,1218.0
2013-03-22,Hungary,Romania,2.0,2.0,FIFA World Cup qualification,Draw,Hungary,1688.0,1718.0
2013-03-22,Israel,Portugal,3.0,3.0,FIFA World Cup qualification,Draw,Israel,1640.0,1931.0
2013-03-22,Jamaica,Panama,1.0,1.0,FIFA World Cup qualification,Draw,Jamaica,1517.0,1729.0
2013-03-22,Japan,Canada,2.0,1.0,Friendly,Japan,Neutral,1765.0,1486.0
2013-03-22,Kazakhstan,Germany,0.0,3.0,FIFA World Cup qualification,Germany,Kazakhstan,1365.0,2086.0
2013-03-22,Lebanon,Thailand,5.0,2.0,AFC Asian Cup qualification,Lebanon,Lebanon,1384.0,1341.0
2013-03-22,Liechtenstein,Latvia,1.0,1.0,FIFA World Cup qualification,Draw,Liechtenstein,1180.0,1482.0
