date,home_team,away_team,home_score,away_score,tournament,winner,venue,home_team_elo,away_team_elo
2017-03-28,Panama,United States,1.0,1.0,FIFA World Cup qualification,Draw,Panama,1669.0,1743.0
2017-03-28,Peru,Uruguay,2.0,1.0,FIFA World Cup qualification,Peru,Peru,1890.0,1876.0
2017-03-28,Philippines,Nepal,4.0,1.0,AFC Asian Cup qualification,Philippines,Philippines,1241.0,893.0
2017-03-28,Portugal,Sweden,2.0,3.0,Friendly,Sweden,Portugal,2000.0,1791.0
2017-03-28,Russia,Belgium,3.0,3.0,Friendly,Draw,Russia,1696.0,1929.0
2017-03-28,Saudi Arabia,Iraq,1.0,0.0,FIFA World Cup qualification,Saudi Arabia,Saudi Arabia,1603.0,1505.0
2017-03-28,South Africa,Angola,0.0,0.0,Friendly,Draw,South Africa,1648.0,1217.0
2017-03-28,South Sudan,Djibouti,6.0,0.0,African Cup of Nations qualification,South Sudan,South Sudan,1064.0,752.0
2017-03-28,Tanzania,Burundi,2.0,1.0,Friendly,Tanzania,Tanzania,1317.0,1311.0
2017-03-28,Trinidad and Tobago,Mexico,0.0,1.0,FIFA World Cup qualification,Mexico,Trinidad and Tobago,1434.0,1829.0
2017-03-28,Uzbekistan,Qatar,1.0,0.0,FIFA World Cup qualification,Uzbekistan,Uzbekistan,1638.0,1488.0
2017-03-28,Yemen,Tajikistan,2.0,1.0,AFC Asian Cup qualification,Yemen,Neutral,1224.0,1222.0
2017-03-28,Tahiti,Papua New Guinea,1.0,2.0,FIFA World Cup qualification,Papua New Guinea,Tahiti,1250.0,1098.0
2017-05-04,Burkina Faso,Benin,1.0,1.0,Friendly,Draw,Burkina Faso,1607.0,1415.0
2017-05-07,Saint Kitts and Nevis,Barbados,2.0,1.0,Friendly,Saint Kitts and Nevis,Saint Kitts and Nevis,1263.0,1134.0
2017-05-11,Senegal,Mauritania,2.0,0.0,Friendly,Senegal,Senegal,1702.0,1330.0
2017-05-13,Egypt,Libya,1.0,0.0,Friendly,Egypt,Egypt,1619.0,1462.0
2017-05-21,Benin,Burkina Faso,2.0,2.0,Friendly,Draw,Benin,1415.0,1607.0
2017-05-25,Fiji,Solomon Islands,1.0,1.0,Friendly,Draw,Fiji,1253.0,1196.0
2017-05-25,Ghana,Benin,1.0,1.0,Friendly,Draw,Ghana,1617.0,1415.0
2017-05-28,El Salvador,Honduras,2.0,2.0,Friendly,Draw,Neutral,1406.0,1626.0
2017-05-28,Fiji,Solomon Islands,1.0,0.0,Friendly,Fiji,Fiji,1253.0,1196.0
2017-05-28,Mexico,Croatia,1.0,2.0,Friendly,Croatia,Neutral,1829.0,1818.0
2017-05-31,Italy,San Marino,8.0,0.0,Friendly,Italy,Italy,1918.0,858.0
2017-05-31,Morocco,Netherlands,1.0,2.0,Friendly,Netherlands,Morocco,1652.0,1872.0
2017-06-01,Iraq,Jordan,1.0,0.0,Friendly,Iraq,Iraq,1505.0,1484.0
2017-06-01,Nigeria,Togo,3.0,0.0,Friendly,Nigeria,Neutral,1629.0,1395.0
2017-06-01,Switzerland,Belarus,1.0,0.0,Friendly,Switzerland,Switzerland,1865.0,1509.0
2017-06-02,Chile,Burkina Faso,3.0,0.0,Friendly,Chile,Chile,1859.0,1607.0
2017-06-02,France,Paraguay,5.0,0.0,Friendly,France,France,1979.0,1752.0
2017-06-02,Nicaragua,Bolivia,0.0,1.0,Friendly,Bolivia,Nicaragua,1252.0,1706.0
2017-06-02,Northern Ireland,New Zealand,1.0,0.0,Friendly,Northern Ireland,Northern Ireland,1681.0,1535.0
2017-06-02,Oman,Syria,1.0,1.0,Friendly,Draw,Oman,1462.0,1612.0
2017-06-03,Ethiopia,Uganda,0.0,0.0,Friendly,Draw,Ethiopia,1279.0,1442.0
2017-06-03,Portugal,Cyprus,4.0,0.0,Friendly,Portugal,Portugal,2000.0,1421.0
2017-06-03,United States,Venezuela,1.0,1.0,Friendly,Draw,United States,1743.0,1747.0
2017-06-04,Armenia,Saint Kitts and Nevis,5.0,0.0,Friendly,Armenia,Armenia,1500.0,1263.0
2017-06-04,Gabon,Zambia,0.0,0.0,Friendly,Draw,Gabon,1420.0,1441.0
2017-06-04,Lesotho,Mauritania,1.0,0.0,Friendly,Lesotho,Neutral,1251.0,1330.0
2017-06-04,Luxembourg,Albania,2.0,1.0,Friendly,Luxembourg,Luxembourg,1306.0,1635.0
2017-06-04,Montenegro,Iran,1.0,2.0,Friendly,Iran,Montenegro,1596.0,1786.0
2017-06-04,Togo,Comoros,2.0,0.0,Friendly,Togo,Neutral,1395.0,1019.0
2017-06-05,Egypt,Libya,1.0,0.0,Friendly,Egypt,Egypt,1619.0,1462.0
2017-06-05,Hungary,Russia,0.0,3.0,Friendly,Russia,Hungary,1614.0,1696.0
2017-06-05,Senegal,Uganda,0.0,0.0,Friendly,Draw,Senegal,1702.0,1442.0
2017-06-06,Afghanistan,Maldives,2.0,1.0,Friendly,Afghanistan,Neutral,1141.0,946.0
2017-06-06,Algeria,Guinea,2.0,1.0,Friendly,Algeria,Algeria,1621.0,1534.0
2017-06-06,Bahrain,Palestine,0.0,2.0,Friendly,Palestine,Bahrain,1371.0,1406.0
2017-06-06,Denmark,Germany,1.0,1.0,Friendly,Draw,Denmark,1737.0,2040.0
2017-06-06,India,Nepal,2.0,0.0,Friendly,India,India,1069.0,893.0
2017-06-06,Malta,Ukraine,1.0,0.0,Friendly,Malta,Neutral,1226.0,1822.0
2017-06-06,Uzbekistan,Thailand,2.0,0.0,Friendly,Uzbekistan,Uzbekistan,1638.0,1394.0
2017-06-07,Bolivia,Nicaragua,3.0,2.0,Friendly,Bolivia,Bolivia,1706.0,1252.0
2017-06-07,Fiji,New Caledonia,2.0,2.0,FIFA World Cup qualification,Draw,Fiji,1253.0,1207.0
2017-06-07,Finland,Liechtenstein,1.0,1.0,Friendly,Draw,Finland,1570.0,1202.0
2017-06-07,Georgia,Saint Kitts and Nevis,3.0,0.0,Friendly,Georgia,Georgia,1474.0,1263.0
2017-06-07,Hong Kong,Jordan,0.0,0.0,Friendly,Draw,Hong Kong,1219.0,1484.0
2017-06-07,Italy,Uruguay,3.0,0.0,Friendly,Italy,Neutral,1918.0,1876.0
2017-06-07,Japan,Syria,1.0,1.0,Kirin Challenge Cup,Draw,Japan,1751.0,1612.0
2017-06-07,Spain,Colombia,2.0,2.0,Friendly,Draw,Spain,2002.0,1932.0
2017-06-07,United Arab Emirates,Laos,4.0,0.0,Friendly,United Arab Emirates,Neutral,1562.0,779.0
2017-06-08,Australia,Saudi Arabia,3.0,2.0,FIFA World Cup qualification,Australia,Australia,1713.0,1603.0
2017-06-08,Cambodia,Indonesia,0.0,2.0,Friendly,Indonesia,Cambodia,821.0,1195.0
2017-06-08,Costa Rica,Panama,0.0,0.0,FIFA World Cup qualification,Draw,Costa Rica,1760.0,1669.0
2017-06-08,Ecuador,Venezuela,1.0,1.0,Friendly,Draw,Neutral,1747.0,1747.0
2017-06-08,Mexico,Honduras,3.0,0.0,FIFA World Cup qualification,Mexico,Mexico,1829.0,1626.0
2017-06-08,Peru,Paraguay,1.0,0.0,Friendly,Peru,Peru,1890.0,1752.0
2017-06-08,United States,Trinidad and Tobago,2.0,0.0,FIFA World Cup qualification,United States,United States,1743.0,1434.0
2017-06-09,Andorra,Hungary,1.0,0.0,FIFA World Cup qualification,Andorra,Andorra,1012.0,1614.0
2017-06-09,Argentina,Brazil,1.0,0.0,Superclásico de las Américas,Argentina,Neutral,2004.0,2112.0
2017-06-09,Belarus,Bulgaria,2.0,1.0,FIFA World Cup qualification,Belarus,Belarus,1509.0,1610.0
2017-06-09,Bosnia and Herzegovina,Greece,0.0,0.0,FIFA World Cup qualification,Draw,Bosnia and Herzegovina,1724.0,1666.0
2017-06-09,Estonia,Belgium,0.0,2.0,FIFA World Cup qualification,Belgium,Estonia,1495.0,1929.0
2017-06-09,Faroe Islands,Switzerland,0.0,2.0,FIFA World Cup qualification,Switzerland,Faroe Islands,1281.0,1865.0
2017-06-09,Gibraltar,Cyprus,1.0,2.0,FIFA World Cup qualification,Cyprus,Neutral,1078.0,1421.0
2017-06-09,Latvia,Portugal,0.0,3.0,FIFA World Cup qualification,Portugal,Latvia,1375.0,2000.0
2017-06-09,Libya,Seychelles,5.0,1.0,African Cup of Nations qualification,Libya,Neutral,1462.0,966.0
2017-06-09,Netherlands,Luxembourg,5.0,0.0,FIFA World Cup qualification,Netherlands,Netherlands,1872.0,1306.0
2017-06-09,Russia,Chile,1.0,1.0,Friendly,Draw,Russia,1696.0,1859.0
2017-06-09,Solomon Islands,Papua New Guinea,3.0,2.0,FIFA World Cup qualification,Solomon Islands,Solomon Islands,1196.0,1098.0
2017-06-09,Sudan,Madagascar,1.0,3.0,African Cup of Nations qualification,Madagascar,Sudan,1299.0,1252.0
2017-06-09,Sweden,France,2.0,1.0,FIFA World Cup qualification,Sweden,Sweden,1791.0,1979.0
2017-06-10,Azerbaijan,Northern Ireland,0.0,1.0,FIFA World Cup qualification,Northern Ireland,Azerbaijan,1423.0,1681.0
2017-06-10,Burkina Faso,Angola,3.0,1.0,African Cup of Nations qualification,Burkina Faso,Burkina Faso,1607.0,1217.0
2017-06-10,Burundi,South Sudan,3.0,0.0,African Cup of Nations qualification,Burundi,Burundi,1311.0,1064.0
2017-06-10,Cameroon,Morocco,1.0,0.0,African Cup of Nations qualification,Cameroon,Cameroon,1691.0,1652.0
2017-06-10,Germany,San Marino,7.0,0.0,FIFA World Cup qualification,Germany,Germany,2040.0,858.0
2017-06-10,Grenada,Bermuda,1.0,2.0,Friendly,Bermuda,Grenada,1112.0,1212.0
2017-06-10,Guinea-Bissau,Namibia,1.0,0.0,African Cup of Nations qualification,Guinea-Bissau,Guinea-Bissau,1288.0,1345.0
2017-06-10,Kazakhstan,Denmark,1.0,3.0,FIFA World Cup qualification,Denmark,Kazakhstan,1368.0,1737.0
2017-06-10,Lithuania,Slovakia,1.0,2.0,FIFA World Cup qualification,Slovakia,Lithuania,1447.0,1766.0
2017-06-10,Malawi,Comoros,1.0,0.0,African Cup of Nations qualification,Malawi,Malawi,1334.0,1019.0
2017-06-10,Mali,Gabon,2.0,1.0,African Cup of Nations qualification,Mali,Mali,1531.0,1420.0
2017-06-10,Montenegro,Armenia,4.0,1.0,FIFA World Cup qualification,Montenegro,Montenegro,1596.0,1500.0
2017-06-10,Niger,Eswatini,0.0,0.0,African Cup of Nations qualification,Draw,Niger,1287.0,1255.0
2017-06-10,Nigeria,South Africa,0.0,2.0,African Cup of Nations qualification,South Africa,Nigeria,1629.0,1648.0
2017-06-10,Poland,Romania,3.0,1.0,FIFA World Cup qualification,Poland,Poland,1872.0,1667.0
2017-06-10,Scotland,England,2.0,2.0,FIFA World Cup qualification,Draw,Scotland,1685.0,1917.0
2017-06-10,Senegal,Equatorial Guinea,3.0,0.0,African Cup of Nations qualification,Senegal,Senegal,1702.0,1337.0
2017-06-10,Slovenia,Malta,2.0,0.0,FIFA World Cup qualification,Slovenia,Slovenia,1642.0,1226.0
2017-06-10,Tanzania,Lesotho,1.0,1.0,African Cup of Nations qualification,Draw,Tanzania,1317.0,1251.0
2017-06-10,Zambia,Mozambique,0.0,1.0,African Cup of Nations qualification,Mozambique,Zambia,1441.0,1311.0
2017-06-10,Botswana,Mauritania,0.0,1.0,African Cup of Nations qualification,Mauritania,Botswana,1240.0,1330.0
2017-06-11,Algeria,Togo,1.0,0.0,African Cup of Nations qualification,Algeria,Algeria,1621.0,1395.0
2017-06-11,Benin,Gambia,1.0,0.0,African Cup of Nations qualification,Benin,Benin,1415.0,1298.0
2017-06-11,Central African Republic,Rwanda,2.0,1.0,African Cup of Nations qualification,Central African Republic,Central African Republic,1247.0,1315.0
2017-06-11,Finland,Ukraine,1.0,2.0,FIFA World Cup qualification,Ukraine,Finland,1570.0,1822.0
2017-06-11,Ghana,Ethiopia,5.0,0.0,African Cup of Nations qualification,Ghana,Ghana,1617.0,1279.0
2017-06-11,Iceland,Croatia,1.0,0.0,FIFA World Cup qualification,Iceland,Iceland,1772.0,1818.0
2017-06-11,Israel,Albania,0.0,3.0,FIFA World Cup qualification,Albania,Israel,1574.0,1635.0
2017-06-11,Italy,Liechtenstein,5.0,0.0,FIFA World Cup qualification,Italy,Italy,1918.0,1202.0
2017-06-11,North Macedonia,Spain,1.0,2.0,FIFA World Cup qualification,Spain,North Macedonia,1546.0,2002.0
2017-06-11,Mexico,United States,1.0,1.0,FIFA World Cup qualification,Draw,Mexico,1829.0,1743.0
2017-06-11,New Caledonia,Fiji,2.0,1.0,FIFA World Cup qualification,New Caledonia,New Caledonia,1207.0,1253.0
2017-06-11,Serbia,Wales,1.0,1.0,FIFA World Cup qualification,Draw,Serbia,1716.0,1672.0
2017-06-11,Zimbabwe,Liberia,3.0,0.0,African Cup of Nations qualification,Zimbabwe,Zimbabwe,1436.0,1329.0
2017-06-11,Tunisia,Egypt,1.0,0.0,African Cup of Nations qualification,Tunisia,Tunisia,1560.0,1619.0
2017-06-12,Belarus,New Zealand,1.0,0.0,Friendly,Belarus,Belarus,1509.0,1535.0
2017-06-12,Iran,Uzbekistan,2.0,0.0,FIFA World Cup qualification,Iran,Iran,1786.0,1638.0
2017-06-12,Latvia,Estonia,1.0,2.0,Friendly,Estonia,Latvia,1375.0,1495.0
2017-06-13,Australia,Brazil,0.0,4.0,Friendly,Brazil,Australia,1713.0,2112.0
2017-06-13,Bhutan,Maldives,0.0,2.0,AFC Asian Cup qualification,Maldives,Bhutan,595.0,946.0
2017-06-13,Cambodia,Afghanistan,1.0,0.0,AFC Asian Cup qualification,Cambodia,Cambodia,821.0,1141.0
2017-06-13,Cameroon,Colombia,0.0,4.0,Friendly,Colombia,Neutral,1691.0,1932.0
2017-06-13,Canada,Curaçao,2.0,1.0,Friendly,Canada,Canada,1521.0,1267.0
2017-06-13,Costa Rica,Trinidad and Tobago,2.0,1.0,FIFA World Cup qualification,Costa Rica,Costa Rica,1760.0,1434.0
2017-06-13,El Salvador,Ecuador,0.0,3.0,Friendly,Ecuador,Neutral,1406.0,1747.0
2017-06-13,France,England,3.0,2.0,Friendly,France,France,1979.0,1917.0
2017-06-13,India,Kyrgyzstan,1.0,0.0,AFC Asian Cup qualification,India,India,1069.0,1206.0
2017-06-13,Indonesia,Puerto Rico,0.0,0.0,Friendly,Draw,Indonesia,1195.0,1053.0
2017-06-13,Iraq,Japan,1.0,1.0,FIFA World Cup qualification,Draw,Neutral,1505.0,1751.0
2017-06-13,Malaysia,Lebanon,1.0,2.0,AFC Asian Cup qualification,Lebanon,Malaysia,1081.0,1440.0
2017-06-13,Nepal,Yemen,0.0,0.0,AFC Asian Cup qualification,Draw,Nepal,893.0,1224.0
2017-06-13,Norway,Sweden,1.0,1.0,Friendly,Draw,Norway,1561.0,1791.0
2017-06-13,Palestine,Oman,2.0,1.0,AFC Asian Cup qualification,Palestine,Palestine,1406.0,1462.0
2017-06-13,Panama,Honduras,2.0,2.0,FIFA World Cup qualification,Draw,Panama,1669.0,1626.0
2017-06-13,Papua New Guinea,Solomon Islands,1.0,2.0,FIFA World Cup qualification,Solomon Islands,Papua New Guinea,1098.0,1196.0
2017-06-13,Romania,Chile,3.0,2.0,Friendly,Romania,Romania,1667.0,1859.0
2017-06-13,Singapore,Argentina,0.0,6.0,Friendly,Argentina,Singapore,1078.0,2004.0
2017-06-13,South Africa,Zambia,1.0,2.0,Friendly,Zambia,South Africa,1648.0,1441.0
2017-06-13,Tajikistan,Philippines,3.0,4.0,AFC Asian Cup qualification,Philippines,Tajikistan,1222.0,1241.0
2017-06-13,Thailand,United Arab Emirates,1.0,1.0,FIFA World Cup qualification,Draw,Thailand,1394.0,1562.0
2017-06-13,Turkmenistan,Bahrain,1.0,2.0,AFC Asian Cup qualification,Bahrain,Turkmenistan,1255.0,1371.0
2017-06-13,Vietnam,Jordan,0.0,0.0,AFC Asian Cup qualification,Draw,Vietnam,1286.0,1484.0
2017-06-13,Peru,Jamaica,3.0,1.0,Friendly,Peru,Peru,1890.0,1495.0
2017-06-17,Curaçao,Nicaragua,0.0,0.0,Friendly,Draw,Curaçao,1267.0,1252.0
2017-06-17,Russia,New Zealand,2.0,0.0,Confederations Cup,Russia,Russia,1696.0,1535.0
2017-06-18,Cameroon,Chile,0.0,2.0,Confederations Cup,Chile,Neutral,1691.0,1859.0
2017-06-18,Portugal,Mexico,2.0,2.0,Confederations Cup,Draw,Neutral,2000.0,1829.0
2017-06-19,Australia,Germany,2.0,3.0,Confederations Cup,Germany,Neutral,1713.0,2040.0
2017-06-21,Mexico,New Zealand,2.0,1.0,Confederations Cup,Mexico,Neutral,1829.0,1535.0
2017-06-21,Russia,Portugal,0.0,1.0,Confederations Cup,Portugal,Russia,1696.0,2000.0
2017-06-22,Cameroon,Australia,1.0,1.0,Confederations Cup,Draw,Neutral,1691.0,1713.0
2017-06-22,Germany,Chile,1.0,1.0,Confederations Cup,Draw,Neutral,2040.0,1859.0
2017-06-24,New Zealand,Portugal,0.0,4.0,Confederations Cup,Portugal,Neutral,1535.0,2000.0
2017-06-24,Russia,Mexico,1.0,2.0,Confederations Cup,Mexico,Russia,1696.0,1829.0
2017-06-25,Chile,Australia,1.0,1.0,Confederations Cup,Draw,Neutral,1859.0,1713.0
2017-06-25,Germany,Cameroon,3.0,1.0,Confederations Cup,Germany,Neutral,2040.0,1691.0
2017-06-25,Jamaica,Curaçao,1.0,2.0,CFU Caribbean Cup,Curaçao,Neutral,1495.0,1267.0
2017-06-25,Mauritius,Angola,0.0,1.0,COSAFA Cup,Angola,Neutral,1103.0,1217.0
2017-06-25,Tanzania,Malawi,2.0,0.0,COSAFA Cup,Tanzania,Neutral,1317.0,1334.0
2017-06-26,Madagascar,Seychelles,2.0,0.0,COSAFA Cup,Madagascar,Neutral,1252.0,966.0
2017-06-26,Mozambique,Zimbabwe,0.0,4.0,COSAFA Cup,Zimbabwe,Neutral,1311.0,1436.0
2017-06-27,Angola,Tanzania,0.0,0.0,COSAFA Cup,Draw,Neutral,1217.0,1317.0
2017-06-27,Malawi,Mauritius,0.0,0.0,COSAFA Cup,Draw,Neutral,1334.0,1103.0
2017-06-28,Portugal,Chile,0.0,0.0,Confederations Cup,Draw,Neutral,2000.0,1859.0
2017-06-28,Seychelles,Mozambique,1.0,2.0,COSAFA Cup,Mozambique,Neutral,966.0,1311.0
2017-06-28,Saint Lucia,Saint Vincent and the Grenadines,2.0,1.0,Windward Islands Tournament,Saint Lucia,Neutral,1024.0,1104.0
2017-06-28,Zimbabwe,Madagascar,0.0,0.0,COSAFA Cup,Draw,Neutral,1436.0,1252.0
2017-06-29,Germany,Mexico,4.0,1.0,Confederations Cup,Germany,Neutral,2040.0,1829.0
2017-06-29,Malawi,Angola,0.0,0.0,COSAFA Cup,Draw,Neutral,1334.0,1217.0
2017-06-29,Tanzania,Mauritius,1.0,1.0,COSAFA Cup,Draw,Neutral,1317.0,1103.0
2017-06-30,Dominica,Barbados,2.0,1.0,Windward Islands Tournament,Dominica,Neutral,968.0,1134.0
2017-06-30,Mozambique,Madagascar,1.0,4.0,COSAFA Cup,Madagascar,Neutral,1311.0,1252.0
2017-06-30,Zimbabwe,Seychelles,6.0,0.0,COSAFA Cup,Zimbabwe,Neutral,1436.0,966.0
2017-07-01,Botswana,Zambia,1.0,2.0,COSAFA Cup,Zambia,Neutral,1240.0,1441.0
2017-07-01,Gambia,Guinea-Bissau,0.0,0.0,Friendly,Draw,Gambia,1298.0,1288.0
2017-07-01,Mexico,Paraguay,2.0,1.0,Friendly,Mexico,Neutral,1829.0,1752.0
2017-07-01,Namibia,Lesotho,0.0,0.0,COSAFA Cup,Draw,Neutral,1345.0,1251.0
2017-07-01,United States,Ghana,2.0,1.0,Friendly,United States,United States,1743.0,1617.0
2017-07-02,Chile,Germany,0.0,1.0,Confederations Cup,Germany,Neutral,1859.0,2040.0
2017-07-02,Portugal,Mexico,2.0,1.0,Confederations Cup,Portugal,Neutral,2000.0,1829.0
2017-07-02,South Africa,Tanzania,0.0,1.0,COSAFA Cup,Tanzania,South Africa,1648.0,1317.0
2017-07-02,Eswatini,Zimbabwe,1.0,2.0,COSAFA Cup,Zimbabwe,Neutral,1255.0,1436.0
2017-07-03,Barbados,Saint Lucia,1.0,1.0,Windward Islands Tournament,Draw,Neutral,1134.0,1024.0
2017-07-03,Grenada,Saint Vincent and the Grenadines,4.0,3.0,Friendly,Grenada,Grenada,1112.0,1104.0
2017-07-04,Namibia,Eswatini,1.0,0.0,COSAFA Cup,Namibia,Neutral,1345.0,1255.0
2017-07-04,South Africa,Botswana,2.0,0.0,COSAFA Cup,South Africa,South Africa,1648.0,1240.0
2017-07-04,Saint Lucia,Dominica,0.0,0.0,Windward Islands Tournament,Draw,Neutral,1024.0,968.0
2017-07-04,Saint Vincent and the Grenadines,Barbados,4.0,2.0,Friendly,Saint Vincent and the Grenadines,Neutral,1104.0,1134.0
2017-07-05,Lesotho,Zimbabwe,3.0,4.0,COSAFA Cup,Zimbabwe,Neutral,1251.0,1436.0
2017-07-05,Zambia,Tanzania,4.0,2.0,COSAFA Cup,Zambia,Neutral,1441.0,1317.0
2017-07-06,Dominica,Saint Vincent and the Grenadines,2.0,2.0,Windward Islands Tournament,Draw,Neutral,968.0,1104.0
2017-07-06,Grenada,Barbados,0.0,2.0,Windward Islands Tournament,Barbados,Grenada,1112.0,1134.0
2017-07-07,Honduras,Costa Rica,0.0,1.0,Gold Cup,Costa Rica,Neutral,1626.0,1760.0
2017-07-07,South Africa,Namibia,1.0,0.0,COSAFA Cup,South Africa,South Africa,1648.0,1345.0
2017-07-07,Tanzania,Lesotho,0.0,0.0,COSAFA Cup,Draw,Neutral,1317.0,1251.0
2017-07-08,Guinea-Bissau,Gambia,0.0,1.0,Friendly,Gambia,Guinea-Bissau,1288.0,1298.0
2017-07-08,United States,Panama,1.0,1.0,Gold Cup,Draw,United States,1743.0,1669.0
2017-07-09,Curaçao,Jamaica,0.0,2.0,Gold Cup,Jamaica,Neutral,1267.0,1495.0
2017-07-09,Mexico,El Salvador,3.0,1.0,Gold Cup,Mexico,Neutral,1829.0,1406.0
2017-07-09,Zambia,Zimbabwe,1.0,3.0,COSAFA Cup,Zimbabwe,Neutral,1441.0,1436.0
2017-07-11,Costa Rica,Canada,1.0,1.0,Gold Cup,Draw,Neutral,1760.0,1521.0
2017-07-12,Panama,Nicaragua,2.0,1.0,Gold Cup,Panama,Neutral,1669.0,1252.0
2017-07-13,El Salvador,Curaçao,2.0,0.0,Gold Cup,El Salvador,Neutral,1406.0,1267.0
2017-07-13,Mexico,Jamaica,0.0,0.0,Gold Cup,Draw,Neutral,1829.0,1495.0
2017-07-14,Canada,Honduras,0.0,0.0,Gold Cup,Draw,Neutral,1521.0,1626.0
2017-07-15,United States,Nicaragua,3.0,0.0,Gold Cup,United States,United States,1743.0,1252.0
2017-07-16,Curaçao,Mexico,0.0,2.0,Gold Cup,Mexico,Neutral,1267.0,1829.0
2017-07-16,Jamaica,El Salvador,1.0,1.0,Gold Cup,Draw,Neutral,1495.0,1406.0
2017-07-16,Thailand,Belarus,0.0,0.0,King's Cup,Draw,Thailand,1394.0,1509.0
2017-07-19,Costa Rica,Panama,1.0,0.0,Gold Cup,Costa Rica,Neutral,1760.0,1669.0
2017-07-19,United States,El Salvador,2.0,0.0,Gold Cup,United States,United States,1743.0,1406.0
2017-07-20,Jamaica,Canada,2.0,1.0,Gold Cup,Jamaica,Neutral,1495.0,1521.0
2017-07-20,Mexico,Honduras,1.0,0.0,Gold Cup,Mexico,Neutral,1829.0,1626.0
2017-07-22,United States,Costa Rica,2.0,0.0,Gold Cup,United States,United States,1743.0,1760.0
2017-07-23,Mexico,Jamaica,0.0,1.0,Gold Cup,Jamaica,Neutral,1829.0,1495.0
2017-07-26,Ecuador,Trinidad and Tobago,3.0,1.0,Friendly,Ecuador,Ecuador,1747.0,1434.0
2017-07-26,United States,Jamaica,2.0,1.0,Gold Cup,United States,United States,1743.0,1495.0
2017-08-05,Zambia,Ethiopia,0.0,0.0,Friendly,Draw,Zambia,1441.0,1279.0
2017-08-07,Rwanda,Sudan,2.0,1.0,Friendly,Rwanda,Rwanda,1315.0,1299.0
2017-08-16,Andorra,Qatar,0.0,1.0,Friendly,Qatar,Neutral,1012.0,1488.0
2017-08-19,India,Mauritius,2.0,1.0,Friendly,India,India,1069.0,1103.0
2017-08-22,Malaysia,Syria,1.0,2.0,Friendly,Syria,Malaysia,1081.0,1612.0
2017-08-22,Mauritius,Saint Kitts and Nevis,1.0,1.0,Friendly,Draw,Neutral,1103.0,1263.0
2017-08-23,Qatar,Turkmenistan,2.0,1.0,Friendly,Qatar,Qatar,1488.0,1255.0
2017-08-24,India,Saint Kitts and Nevis,1.0,1.0,Friendly,Draw,India,1069.0,1263.0
2017-08-24,Trinidad and Tobago,Jamaica,1.0,2.0,Friendly,Jamaica,Trinidad and Tobago,1434.0,1495.0
2017-08-26,Iraq,Syria,1.0,1.0,Friendly,Draw,Neutral,1505.0,1612.0
2017-08-29,Bahrain,Jordan,0.0,0.0,Friendly,Draw,Bahrain,1371.0,1484.0
2017-08-29,Myanmar,Malaysia,1.0,0.0,Friendly,Myanmar,Myanmar,1080.0,1081.0
2017-08-29,United Arab Emirates,Saudi Arabia,2.0,1.0,FIFA World Cup qualification,United Arab Emirates,United Arab Emirates,1562.0,1603.0
2017-08-30,Oman,Afghanistan,2.0,0.0,Friendly,Oman,Oman,1462.0,1141.0
2017-08-31,Belgium,Gibraltar,9.0,0.0,FIFA World Cup qualification,Belgium,Belgium,1929.0,1078.0
2017-08-31,Brazil,Ecuador,2.0,0.0,FIFA World Cup qualification,Brazil,Brazil,2112.0,1747.0
2017-08-31,Bulgaria,Sweden,3.0,2.0,FIFA World Cup qualification,Bulgaria,Bulgaria,1610.0,1791.0
2017-08-31,Chile,Paraguay,0.0,3.0,FIFA World Cup qualification,Paraguay,Chile,1859.0,1752.0
2017-08-31,Cyprus,Bosnia and Herzegovina,3.0,2.0,FIFA World Cup qualification,Cyprus,Cyprus,1421.0,1724.0
2017-08-31,France,Netherlands,4.0,0.0,FIFA World Cup qualification,France,France,1979.0,1872.0
2017-08-31,Greece,Estonia,0.0,0.0,FIFA World Cup qualification,Draw,Greece,1666.0,1495.0
2017-08-31,Guinea,Libya,3.0,2.0,FIFA World Cup qualification,Guinea,Guinea,1534.0,1462.0
2017-08-31,Hungary,Latvia,3.0,1.0,FIFA World Cup qualification,Hungary,Hungary,1614.0,1375.0
2017-08-31,Japan,Australia,2.0,0.0,FIFA World Cup qualification,Japan,Japan,1751.0,1713.0
2017-08-31,Kenya,Mauritania,1.0,1.0,Friendly,Draw,Neutral,1380.0,1330.0
2017-08-31,Luxembourg,Belarus,1.0,0.0,FIFA World Cup qualification,Luxembourg,Luxembourg,1306.0,1509.0
2017-08-31,Niger,Togo,0.0,2.0,Friendly,Togo,Neutral,1287.0,1395.0
2017-08-31,Peru,Bolivia,2.0,1.0,FIFA World Cup qualification,Peru,Peru,1890.0,1706.0
2017-08-31,Portugal,Faroe Islands,5.0,1.0,FIFA World Cup qualification,Portugal,Portugal,2000.0,1281.0
2017-08-31,Singapore,Hong Kong,1.0,1.0,Friendly,Draw,Singapore,1078.0,1219.0
2017-08-31,Switzerland,Andorra,3.0,0.0,FIFA World Cup qualification,Switzerland,Switzerland,1865.0,1012.0
2017-08-31,Syria,Qatar,3.0,1.0,FIFA World Cup qualification,Syria,Neutral,1612.0,1488.0
2017-08-31,Thailand,Iraq,1.0,2.0,FIFA World Cup qualification,Iraq,Thailand,1394.0,1505.0
2017-08-31,Uganda,Egypt,1.0,0.0,FIFA World Cup qualification,Uganda,Uganda,1442.0,1619.0
